time,roll,pitch,roll_error,pitch_error,roll_vel,pitch_vel,state_vector,control_roll,control_pitch,control_magnitude,raw_control_roll,raw_control_pitch,inertia_roll,inertia_pitch,dt
80.484,-0.000954888140413953,0.004503892259734661,0.000954888140413953,-0.004503892259734661,0.00954888140413953,-0.045038922597346605,"0.000954888140413953,0.00954888140413953,-0.004503892259734661,-0.045038922597346605",5.4539683442557546e-05,-0.0003081772523756986,0.00031296612588561305,0.00018179894480852517,-0.0010272575079189954,0.00058474,0.00029699,0.02
80.5,-0.0009525650129535415,0.004502882819514595,0.0009525650129535415,-0.004502882819514595,0.00761006603005648,-0.03601852007512646,"0.0009525650129535415,0.00761006603005648,-0.004502882819514595,-0.03601852007512646",8.035776503384495e-05,-0.0004587667886239565,0.0004657513679481496,0.00014059995541351554,-0.0008101423732032251,0.00058474,0.00029699,0.016
80.517,-0.0009525650129535415,0.004502882819514595,0.0009525650129535415,-0.004502882819514595,0.0060880528240451846,-0.028814816060101167,"0.0009525650129535415,0.0060880528240451846,-0.004502882819514595,-0.028814816060101167",8.871554291191998e-05,-0.0005121598904222144,0.0005197866878936506,0.00010821702462742839,-0.0006367437946181497,0.00058474,0.00029699,0.017
80.534,-0.0009525650129535415,0.004502882819514595,0.0009525650129535415,-0.004502882819514595,0.004870442259236148,-0.023051852848080936,"0.0009525650129535415,0.004870442259236148,-0.004502882819514595,-0.023051852848080936",8.679408403791158e-05,-0.0005079194028205768,0.0005152817993929064,8.231067999855869e-05,-0.0004980249317500894,0.00058474,0.00029699,0.017
80.55,-0.0009525650129535415,0.004502882819514595,0.0009525650129535415,-0.004502882819514595,0.0038963538073889187,-0.01844148227846475,"0.0009525650129535415,0.0038963538073889187,-0.004502882819514595,-0.01844148227846475",7.923154011517698e-05,-0.0004716585344110961,0.00047826709068453165,6.158560429546291e-05,-0.0003870498414556412,0.00058474,0.00029699,0.016
80.567,-0.0004575369550629348,0.0018361711884648773,0.0004575369550629348,-0.0018361711884648773,-0.002706776458684238,0.016619892189577812,"0.0004575369550629348,-0.002706776458684238,-0.0018361711884648773,0.016619892189577812",3.511358799379286e-05,-0.00020319028209325168,0.00020620197573964472,-6.782830028943675e-05,0.0004232356399817187,0.00058474,0.00029699,0.017
80.584,-0.0004575369550629348,0.0018361711884648773,0.0004575369550629348,-0.0018361711884648773,-0.00216542116694739,0.013295913751662251,"0.0004575369550629348,-0.00216542116694739,-0.0018361711884648773,0.013295913751662251",7.68644572073444e-06,-3.9265704457551806e-05,4.001096092779578e-05,-5.6310219583068526e-05,0.00034322497669241455,0.00058474,0.00029699,0.017
80.6,-0.0004575369550629348,0.0018361711884648773,0.0004575369550629348,-0.0018361711884648773,-0.0017323369335579123,0.0106367310013298,"0.0004575369550629348,-0.0017323369335579123,-0.0018361711884648773,0.0106367310013298",-8.748214500878077e-06,5.627894069800507e-05,5.695481035911669e-05,-4.709575501797395e-05,0.00027921644606097114,0.00058474,0.00029699,0.016
80.617,-0.0004575369550629348,0.0018361711884648773,0.0004575369550629348,-0.0018361711884648773,-0.00138586954684633,0.00850938480106384,"0.0004575369550629348,-0.00138586954684633,-0.0018361711884648773,0.00850938480106384",-1.804100516038414e-05,0.00010779814495534847,0.00010929738296506155,-3.972418336589829e-05,0.00022800962155581638,0.00058474,0.00029699,0.017
80.634,-0.0004575369550629348,0.0018361711884648773,0.0004575369550629348,-0.0018361711884648773,-0.001108695637477064,0.006807507840851073,"0.0004575369550629348,-0.001108695637477064,-0.0018361711884648773,0.006807507840851073",-2.277678142554023e-05,0.00013157195005425172,0.00013352887258261917,-3.3826926044237764e-05,0.0001870441619516926,0.00058474,0.00029699,0.017
80.65,-0.0008024242318128798,0.004194745001216791,0.0008024242318128798,-0.004194745001216791,0.0034241344493926617,-0.024036166386718065,"0.0008024242318128798,0.0034241344493926617,-0.004194745001216791,-0.024036166386718065",5.256687339650669e-07,-6.558217017579663e-05,6.55842768701845e-05,5.489805243947742e-05,-0.0005256084507125761,0.00058474,0.00029699,0.016
80.667,-0.0008024242318128798,0.004194745001216791,0.0008024242318128798,-0.004194745001216791,0.0027393075595141293,-0.019228933109374454,"0.0008024242318128798,0.0027393075595141293,-0.004194745001216791,-0.019228933109374454",1.2466192776881767e-05,-0.00016887593717656308,0.0001693354307863917,4.03274155436874e-05,-0.0004098947268450181,0.00058474,0.00029699,0.017
80.684,-0.0008024242318128798,0.004194745001216791,0.0008024242318128798,-0.004194745001216791,0.0021914460476113035,-0.015383146487499564,"0.0008024242318128798,0.0021914460476113035,-0.004194745001216791,-0.015383146487499564",1.7327606751933854e-05,-0.00021341028034888563,0.0002141125725274899,2.867090602705539e-05,-0.0003173237477509716,0.00058474,0.00029699,0.017
80.7,-0.0008024242318128798,0.004194745001216791,0.0008024242318128798,-0.004194745001216791,0.001753156838089043,-0.012306517189999651,"0.0008024242318128798,0.001753156838089043,-0.004194745001216791,-0.012306517189999651",1.7933034250478633e-05,-0.00022236728558694028,0.0002230892274780042,1.9345698413749782e-05,-0.00024326696447573442,0.00058474,0.00029699,0.016
80.717,-0.010609785588369317,0.013693994092097352,0.010609785588369317,-0.013693994092097352,0.11678324731231167,-0.12160108540941808,"0.010609785588369317,0.11678324731231167,-0.013693994092097352,-0.12160108540941808",0.0006867488200540244,-0.0009818985156237665,0.0011982272893027227,0.0022473189869289647,-0.002754138052376361,0.00058474,0.00029699,0.017
80.734,-0.010609785588369317,0.013693994092097352,0.010609785588369317,-0.013693994092097352,0.09342659784984934,-0.09728086832753446,"0.010609785588369317,0.09342659784984934,-0.013693994092097352,-0.09728086832753446",0.0010058363878016618,-0.001337948596628467,0.001673861788274641,0.0017503740458794824,-0.002168732118972768,0.00058474,0.00029699,0.017
80.75,-0.010609785588369317,0.013693994092097352,0.010609785588369317,-0.013693994092097352,0.07474127827987948,-0.07782469466202757,"0.010609785588369317,0.07474127827987948,-0.013693994092097352,-0.07782469466202757",0.0011099308993731322,-0.001446686229314895,0.0018234164766922007,0.0013528180930398965,-0.0017004073722498938,0.00058474,0.00029699,0.016
80.767,-0.010609785588369317,0.013693994092097352,0.010609785588369317,-0.013693994092097352,0.05979302262390358,-0.06225975572962206,"0.010609785588369317,0.05979302262390358,-0.013693994092097352,-0.06225975572962206",0.0010873836287916608,-0.0014104046329819046,0.0017809111108926636,0.0010347733307682276,-0.0013257475748715943,0.00058474,0.00029699,0.017
80.788,-0.042207744796161635,0.04337535259631962,0.042207744796161635,-0.04337535259631962,0.3487673629352402,-0.3324874093858145,"0.042207744796161635,0.3487673629352402,-0.04337535259631962,-0.3324874093858145",0.002703987057069375,-0.0032239610737297125,0.004207786949183993,0.0064760617230507096,-0.007455592768807931,0.00058474,0.00029699,0.021
