time,roll,pitch,roll_error,pitch_error,roll_vel,pitch_vel,state_vector,control_roll,control_pitch,control_magnitude,raw_control_roll,raw_control_pitch,inertia_roll,inertia_pitch,dt
24.434,-0.0024376504797941154,-0.0014949012011337944,0.0024376504797941154,0.0014949012011337944,0.024376504797941154,0.014949012011337946,"0.0024376504797941154,0.024376504797941154,0.0014949012011337944,0.014949012011337946",0.0001392295912837865,0.0001022880917594786,0.00017276496405476937,0.00046409863761262164,0.00034096030586492867,0.00058474,0.00029699,0.02
24.45,-0.002234218524369874,-0.0023002119956502796,0.002234218524369874,0.0023002119956502796,0.016958304395549906,0.022025594540526425,"0.002234218524369874,0.016958304395549906,0.0023002119956502796,0.022025594540526425",0.0001907061754633214,0.0002219411548348429,0.0002926204394249842,0.0003108182052155696,0.0005011316353440263,0.00058474,0.00029699,0.016
24.467,-0.002234218524369874,-0.0023002119956502796,0.002234218524369874,0.0023002119956502796,0.013566643516439925,0.01762047563242114,"0.002234218524369874,0.013566643516439925,0.0023002119956502796,0.01762047563242114",0.00020509110504817756,0.00027388794050102645,0.000342165114121496,0.00023865594074617527,0.0003950971070554548,0.00058474,0.00029699,0.017
24.484,-0.002234218524369874,-0.0023002119956502796,0.002234218524369874,0.0023002119956502796,0.010853314813151941,0.014096380505936913,"0.002234218524369874,0.010853314813151941,0.0023002119956502796,0.014096380505936913",0.0001978416122849222,0.00028480240367809775,0.0003467761708830635,0.00018092612917065975,0.00031026948442459756,0.00058474,0.00029699,0.017
24.5,-0.002234218524369874,-0.0023002119956502796,0.002234218524369874,0.0023002119956502796,0.008682651850521554,0.01127710440474953,"0.002234218524369874,0.008682651850521554,0.0023002119956502796,0.01127710440474953",0.00017891181257251976,0.00027208389847064196,0.00032563642991067056,0.00013474227991024738,0.00024240738631991178,0.00058474,0.00029699,0.016
24.517,-0.002234218524369874,-0.0023002119956502796,0.002234218524369874,0.0023002119956502796,0.006946121480417244,0.009021683523799624,"0.002234218524369874,0.006946121480417244,0.0023002119956502796,0.009021683523799624",0.00015457682895133907,0.0002468940412802983,0.00029129137245783503,9.779520050191745e-05,0.00018811770783616312,0.00058474,0.00029699,0.017
24.534,-0.00031681148381758936,-0.0007276651140492655,0.00031681148381758936,0.0007276651140492655,-0.01700083270451661,-0.011283204729207526,"0.00031681148381758936,-0.01700083270451661,0.0007276651140492655,-0.011283204729207526",-2.4377734563077127e-06,8.859114899298035e-05,8.86246829011011e-05,-0.0003688051790741502,-0.0002807822663440948,0.00058474,0.00029699,0.017
24.55,-0.00031681148381758936,-0.0007276651140492655,0.00031681148381758936,0.0007276651140492655,-0.013600666163613287,-0.009026563783366021,"0.00031681148381758936,-0.013600666163613287,0.0007276651140492655,-0.009026563783366021",-9.064502489402431e-05,-5.925161698896184e-06,9.083847246181738e-05,-0.00029646194491536306,-0.00022646321997994142,0.00058474,0.00029699,0.016
24.567,-0.00031681148381758936,-0.0007276651140492655,0.00031681148381758936,0.0007276651140492655,-0.01088053293089063,-0.007221251026692817,"0.00031681148381758936,-0.01088053293089063,0.0007276651140492655,-0.007221251026692817",-0.000135027724702317,-5.9050008055812926e-05,0.00014737499750526302,-0.0002385873575883333,-0.00018300798288861867,0.00058474,0.00029699,0.017
24.584,-0.00031681148381758936,-0.0007276651140492655,0.00031681148381758936,0.0007276651140492655,-0.008704426344712505,-0.005777000821354254,"0.00031681148381758936,-0.008704426344712505,0.0007276651140492655,-0.005777000821354254",-0.00015220571360963475,-8.58081436037372e-05,0.00017472726394051312,-0.0001922876877267095,-0.00014824379321556048,0.00058474,0.00029699,0.017
24.6,0.001988327226512104,0.004646260528739714,-0.001988327226512104,-0.004646260528739714,-0.03577777495489118,-0.07179567119194565,"-0.001988327226512104,-0.03577777495489118,-0.004646260528739714,-0.07179567119194565",-0.0003215631482985324,-0.0005609202420145639,0.0006465557796859764,-0.0007167304959059602,-0.001669515138306493,0.00058474,0.00029699,0.016
24.617,0.001988327226512104,0.004646260528739714,-0.001988327226512104,-0.004646260528739714,-0.028622219963912943,-0.05743653695355652,"-0.001988327226512104,-0.028622219963912943,-0.004646260528739714,-0.05743653695355652",-0.00039444006122684155,-0.0007898081597028279,0.0008828249492587996,-0.0005644861913928962,-0.0013238799676421108,0.00058474,0.00029699,0.017
24.634,0.001988327226512104,0.004646260528739714,-0.001988327226512104,-0.004646260528739714,-0.022897775971130355,-0.04594922956284522,"-0.001988327226512104,-0.022897775971130355,-0.004646260528739714,-0.04594922956284522",-0.00040891526719352255,-0.0008670772611251609,0.0009586629608492551,-0.00044269074778244494,-0.001047371831110605,0.00058474,0.00029699,0.017
24.65,0.001988327226512104,0.004646260528739714,-0.001988327226512104,-0.004646260528739714,-0.018318220776904284,-0.03675938365027618,"-0.001988327226512104,-0.018318220776904284,-0.004646260528739714,-0.03675938365027618",-0.000389817004903691,-0.0008548036793532326,0.0009394927501305736,-0.000345254392894084,-0.0008261653218854002,0.00058474,0.00029699,0.016
24.667,-0.0034620469378615075,0.011597178591275773,0.0034620469378615075,-0.011597178591275773,0.04946747237110729,-0.11118301353829223,"0.0034620469378615075,0.04946747237110729,-0.011597178591275773,-0.11118301353829223",1.9634571299524434e-05,-0.0013573146570603934,0.0013574566640085013,0.0009750215824403603,-0.002529840271710435,0.00058474,0.00029699,0.017
24.684,-0.0034620469378615075,0.011597178591275773,0.0034620469378615075,-0.011597178591275773,0.03957397789688583,-0.08894641083063379,"0.0034620469378615075,0.03957397789688583,-0.011597178591275773,-0.08894641083063379",0.0002431013513259423,-0.0015484968113936475,0.0015674631229833742,0.0007645238380542507,-0.001994588504837907,0.00058474,0.00029699,0.017
24.7,-0.0034620469378615075,0.011597178591275773,0.0034620469378615075,-0.011597178591275773,0.031659182317508666,-0.07115712866450703,"0.0034620469378615075,0.031659182317508666,-0.011597178591275773,-0.07115712866450703",0.0003490086386917685,-0.0015538638953775186,0.001592576539837027,0.000596125642545363,-0.0015663870913398845,0.00058474,0.00029699,0.016
24.717,-0.0034620469378615075,0.011597178591275773,0.0034620469378615075,-0.011597178591275773,0.025327345854006936,-0.05692570293160563,"0.0034620469378615075,0.025327345854006936,-0.011597178591275773,-0.05692570293160563",0.0003827281729257138,-0.0014548525149267028,0.0015043525831864041,0.0004614070861382529,-0.0012238259605414662,0.00058474,0.00029699,0.017
24.734,-0.03521359123292484,0.04151124803714528,0.03521359123292484,-0.04151124803714528,0.3938094566251271,-0.3974707911202199,"0.03521359123292484,0.3938094566251271,-0.04151124803714528,-0.3974707911202199",0.0025451786261369586,-0.0037313947641533763,0.004516773309000093,0.007590896350296529,-0.009043326679015615,0.00058474,0.00029699,0.017
24.75,-0.03521359123292484,0.04151124803714528,0.03521359123292484,-0.04151124803714528,0.3150475653001017,-0.31797663289617595,"0.03521359123292484,0.3150475653001017,-0.04151124803714528,-0.31797663289617595",0.003556163573118774,-0.004750929069131974,0.005934444066523846,0.005915128449409678,-0.007129842447415366,0.00058474,0.00029699,0.016
24.767,-0.03521359123292484,0.04151124803714528,0.03521359123292484,-0.04151124803714528,0.25203805224008136,-0.2543813063169408,"0.03521359123292484,0.25203805224008136,-0.04151124803714528,-0.2543813063169408",0.003861668739793201,-0.005005366867032931,0.006321881280875739,0.004574514128700197,-0.005599055062135167,0.00058474,0.00029699,0.017
24.784,-0.03521359123292484,0.04151124803714528,0.03521359123292484,-0.04151124803714528,0.2016304417920651,-0.20350504505355263,"0.03521359123292484,0.2016304417920651,-0.04151124803714528,-0.20350504505355263",0.003753774919495024,-0.004816084353096353,0.0061061849498987,0.003502022672132613,-0.004374425153911007,0.00058474,0.00029699,0.017
24.8,-0.03521359123292484,0.04151124803714528,0.03521359123292484,-0.04151124803714528,0.1613043534336521,-0.1628040360428421,"0.03521359123292484,0.1613043534336521,-0.04151124803714528,-0.1628040360428421",0.0034208512957100805,-0.004389675415366951,0.005565202048411032,0.002644029506878546,-0.003394721227331679,0.00058474,0.00029699,0.016
24.817,-0.07975662006116997,0.08298874883956826,0.07975662006116997,-0.08298874883956826,0.6530791160203938,-0.6182138265098382,"0.07975662006116997,0.6530791160203938,-0.08298874883956826,-0.6182138265098382",0.006027750822827837,-0.007222705583178911,0.009407510612451387,0.012110516386102603,-0.013833109308073483,0.00058474,0.00029699,0.017
24.834,-0.07975662006116997,0.08298874883956826,0.07975662006116997,-0.08298874883956826,0.5224632928163151,-0.49457106120787064,"0.07975662006116997,0.5224632928163151,-0.08298874883956826,-0.49457106120787064",0.007018870939420073,-0.008312974368945228,0.010879802025909107,0.009331484544801955,-0.010856934869066637,0.00058474,0.00029699,0.017
24.85,-0.07975662006116997,0.08298874883956826,0.07975662006116997,-0.08298874883956826,0.4179706342530521,-0.39565684896629655,"0.07975662006116997,0.4179706342530521,-0.08298874883956826,-0.39565684896629655",0.00704568737912248,-0.008361880653620007,0.010934475694321625,0.007108259071761434,-0.008475995317861161,0.00058474,0.00029699,0.016
24.867,-0.07975662006116997,0.08298874883956826,0.07975662006116997,-0.08298874883956826,0.3343765074024417,-0.31652547917303725,"0.07975662006116997,0.3343765074024417,-0.08298874883956826,-0.31652547917303725",0.006530884773384441,-0.007824689560603037,0.010192066652207241,0.005329678693329018,-0.006571243676896777,0.00058474,0.00029699,0.017
