time,roll,pitch,roll_error,pitch_error,roll_P,roll_I,roll_D,pitch_P,pitch_I,pitch_D,roll_output,pitch_output,total_output_mag
61.434,-0.024086998992718874,-0.013975019201918886,0.024086998992718874,0.013975019201918886,0.003613049848907831,-0.0004046188269530903,0.0020746680587734414,0.002096252880287833,0.0015680639483745054,0.0017133036271777034,0.005283099080728182,0.0053776204558400416,0.007538563368696997
61.45,-0.024086998992718874,-0.013975019201918886,0.024086998992718874,0.013975019201918886,0.003613049848907831,-0.00039691098727542026,0.0,0.002096252880287833,0.0015725359545191195,0.0,0.0032161388616324107,0.0036687888348069524,0.004878889288732259
61.467,-0.024086998992718874,-0.013975019201918886,0.024086998992718874,0.013975019201918886,0.003613049848907831,-0.0003887214076178959,0.0,0.002096252880287833,0.001577287461047772,0.0,0.003224328441289935,0.003673540341335605,0.0048878617550756585
61.484,-0.024086998992718874,-0.013975019201918886,0.024086998992718874,0.013975019201918886,0.003613049848907831,-0.0003805318279603715,0.0,0.002096252880287833,0.0015820389675764244,0.0,0.0032325180209474592,0.0036782918478642573,0.004896836088109825
61.5,-0.046396007865067035,-0.03359197830805991,0.046396007865067035,0.03359197830805991,0.006959401179760055,-0.00036568510544355003,0.00278862610904352,0.005038796746208987,0.0015927884006350036,0.0024521198882676283,0.009382342183360025,0.00908370503511162,0.013059174629760074
61.517,-0.046396007865067035,-0.03359197830805991,0.046396007865067035,0.03359197830805991,0.006959401179760055,-0.00034991046276942726,0.0,0.005038796746208987,0.0016042096732597438,0.0,0.006609490716990628,0.0066430064194687305,0.009370960560534231
61.534,-0.046396007865067035,-0.03359197830805991,0.046396007865067035,0.03359197830805991,0.006959401179760055,-0.00033413582009530444,0.0,0.005038796746208987,0.0016156309458844843,0.0,0.006625265359664751,0.006654427692093471,0.009390183650774576
61.551,-0.046396007865067035,-0.03359197830805991,0.046396007865067035,0.03359197830805991,0.006959401179760055,-0.0003183611774211816,0.0,0.005038796746208987,0.0016270522185092245,0.0,0.006641040002338874,0.006665848964718212,0.009409407778021949
61.569,-0.024265036442965682,-0.010951963196425704,0.024265036442965682,0.010951963196425704,0.003639755466444852,-0.000309625764301714,-0.002458996824677928,0.0016427944794638555,0.0016309949252599379,-0.0025155572346260233,0.00087113287746521,0.0007582321700977702,0.0011548976205586323
61.584,-0.024265036442965682,-0.010951963196425704,0.024265036442965682,0.010951963196425704,0.003639755466444852,-0.0003023462533688243,0.0,0.0016427944794638555,0.0016342805142188657,0.0,0.0033374092130760277,0.0032770749936827212,0.00467734120732552
61.6,-0.024265036442965682,-0.010951963196425704,0.024265036442965682,0.010951963196425704,0.003639755466444852,-0.00029458144170707524,0.0,0.0016427944794638555,0.001637785142441722,0.0,0.0033451740247377767,0.0032805796219055774,0.004685337971954902
61.617,-0.024265036442965682,-0.010951963196425704,0.024265036442965682,0.010951963196425704,0.003639755466444852,-0.0002863313293164669,0.0,0.0016427944794638555,0.0016415088099285067,0.0,0.0033534241371283853,0.003284303289392362,0.004693836548090352
61.634,0.01928668910944956,0.016565098531098298,-0.01928668910944956,-0.016565098531098298,-0.002893003366417434,-0.0002928888036136797,-0.005123732417931204,-0.0024847647796647446,0.001635876676427933,-0.003237301379708706,-0.008309624587962318,-0.004086189482945517,0.009259957088637208
61.65,0.01928668910944956,0.016565098531098298,-0.01928668910944956,-0.016565098531098298,-0.002893003366417434,-0.0002990605441287036,0.0,-0.0024847647796647446,0.0016305758448979816,0.0,-0.003192063910546138,-0.000854188934766763,0.0033043775125262366
61.667,0.01928668910944956,0.016565098531098298,-0.01928668910944956,-0.016565098531098298,-0.002893003366417434,-0.00030561801842591646,0.0,-0.0024847647796647446,0.001624943711397408,0.0,-0.0031986213848433503,-0.0008598210682673366,0.0033121701395027363
61.684,0.01928668910944956,0.016565098531098298,-0.01928668910944956,-0.016565098531098298,-0.002893003366417434,-0.0003121754927231293,0.0,-0.0024847647796647446,0.0016193115778968346,0.0,-0.0032051788591405633,-0.0008654532017679101,0.003319966982295446
61.7,0.008520731028674037,-0.002648742608808925,-0.008520731028674037,0.002648742608808925,-0.0012781096543011056,-0.000314902126652305,0.0013457447600969403,0.00039731139132133874,0.0016201591755316534,0.002401730142488403,-0.0002472670208564702,0.0044192007093413945,0.0044261129548449985
61.717,0.008520731028674037,-0.002648742608808925,-0.008520731028674037,0.002648742608808925,-0.0012781096543011056,-0.0003177991752020542,0.0,0.00039731139132133874,0.0016210597480186483,0.0,-0.0015959088295031598,0.002018371139339987,0.0025730812362237503
61.734,0.008520731028674037,-0.002648742608808925,-0.008520731028674037,0.002648742608808925,-0.0012781096543011056,-0.00032069622375180336,0.0,0.00039731139132133874,0.0016219603205056435,0.0,-0.001598805878052909,0.0020192717118269823,0.0025755850756442127
